,Issue No and Date,Particulars,URL
363,16 - dt. 22-04-2015,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments. Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to a section of the public issued by Heads of Departments, etc. Notifications issued by cost recoverable institutions of State and Central Governments. Notifications issued by Quasi-Government bodies and Public Sector Undertakings Advertisements by private individuals and private institutions",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2015.php?issueno=16
364,15 - dt. 15-04-2015,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to a section of the public issued by Heads of Departments, etc. Notifications issued by cost recoverable institutions of State and Central Governments. Advertisements by private individuals and private institutions Advertisements by private individuals and private institutions",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2015.php?issueno=15
365,14 - dt. 08-04-2015,"Notifications issued by cost recoverable institutions of State and Central Governments. Notifications issued by Quasi-Government bodies and Public Sector Undertakings. Advertisements by private individuals and private institutions Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. Notifications of interest to a section of the public issued by Heads of Departments, etc.",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2015.php?issueno=14
366,13 - dt. 01-04-2015,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments. Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. Statutory Notifications and Orders issued by Heads of Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to a section of the public issued by Heads of Departments, etc. Notifications issued by Quasi-Government bodies and Public Sector Undertakings. Advertisements by private individuals and private institutions",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2015.php?issueno=13
367,12 - dt. 25-03-2015,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments. Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to a section of the public issued by Heads of Departments, etc. Notifications issued by cost recoverable institutions of State and Central Governments. Notifications issued by Quasi-Government bodies and Public Sector Undertakings. Advertisements by private individuals and private institutions",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2015.php?issueno=12
368,11 - dt. 18-03-2015,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to a section of the public issued by Heads of Departments, etc. Notifications issued by cost recoverable institutions of State and Central Governments. Notifications issued by Quasi-Government bodies and Public Sector Undertakings. Advertisements by private individuals and private institutions",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2015.php?issueno=11
369,10 - dt. 11-03-2015,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to a section of the public issued by Heads of Departments, etc. Notifications issued by cost recoverable institutions of State and Central Governments. Notifications issued by Quasi-Government bodies and Public Sector Undertakings. Advertisements by private individuals and private institutions",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2015.php?issueno=10
370,9 - dt. 04-03-2015,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to a section of the public issued by Heads of Departments, etc. Notifications issued by cost recoverable institutions of State and Central Governments. Advertisements by private individuals and private institutions",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2015.php?issueno=9
371,8 - dt. 25-02-2015,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. Notifications of interest to a section of the public issued by Heads of Departments, etc. Notifications issued by cost recoverable institutions of State and Central Governments. Notifications issued by Quasi-Government bodies and Public Sector Undertakings. Advertisements by private individuals and private institutions",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2015.php?issueno=8
372,7 - dt. 18-02-2015,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments. Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. Statutory Notifications and Orders issued by Heads of Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to a section of the public issued by Heads of Departments, etc. Notifications issued by Quasi-Government bodies and Public Sector Undertakings. Advertisements by private individuals and private institutions",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2015.php?issueno=7
373,6 - dt. 11-02-2015,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments. Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to a section of the public issued by Heads of Departments, etc. Notifications issued by Quasi-Government bodies and Public Sector Undertakings. Advertisements by private individuals and private institutions",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2015.php?issueno=6
374,5 - dt. 04-02-2015,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to a section of the public issued by Heads of Departments, etc. Notifications issued by Quasi-Government bodies and Public Sector Undertakings. Advertisements by private individuals and private institutions",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2015.php?issueno=5
375,4 - dt. 28-01-2015,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. Statutory Notifications and Orders issued by Heads of Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to a section of the public issued by Heads of Departments, etc. Notifications issued by cost recoverable institutions of State and Central Governments. Notifications issued by Quasi-Government bodies and Public Sector Undertakings. Advertisements by private individuals and private institutions",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2015.php?issueno=4
376,3 - dt. 21-01-2015,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Advertisements by private individuals and private institutions",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2015.php?issueno=3
377,2 - dt. 14-01-2015,"Advertisements by private individuals and private institutions Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to a section of the public issued by Heads of Departments, etc. Notifications issued by Quasi-Government bodies and Public Sector Undertakings.",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2015.php?issueno=2
378,1 - dt. 07-01-2015,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments. General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments. Statutory Notifications and Orders issued by Heads of Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Advertisements by private individuals and private institutions Notifications or Orders of interest to a section of the public issued by Secretariat Departments.",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2015.php?issueno=1
379,51 - dt. 28-12-2016,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Statutory Notifications and Orders issued by Heads of Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications issued by cost recoverable institutions of State and Central Governments. Notifications issued by Quasi-Government bodies and Public Sector Undertakings. Advertisements by private individuals and private institutions",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2016.php?issueno=51
380,50 - dt. 21-12-2016,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. Statutory Notifications and Orders issued by Heads of Departments. CENTRAL ACTS AND ORDINANCES Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to a section of the public issued by Heads of Departments, etc. Notifications issued by cost recoverable institutions of State and Central Governments. Advertisements by private individuals and private institutions",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2016.php?issueno=50
381,49 - dt. 14-12-2016,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments. Government Notification - Tamil Transulation Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. Statutory Notifications and Orders issued by Heads of Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to a section of the public issued by Heads of Departments, etc. Advertisements by private individuals and private institutions",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2016.php?issueno=49
382,48 - dt. 07-12-2016,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments. Service Rules including Ad hoc Rules, Regulations, etc. issued by Secretariat Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to a section of the public issued by Heads of Departments, etc. Advertisements by private individuals and private institutions",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2016.php?issueno=48
383,47 - dt. 30-11-2016,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments. Statutory Notifications and Orders issued by Heads of Departments. CENTRAL ACTS AND ORDINANCES Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications by Heads of Departments Notifications issued by cost recoverable institutions of State and Central Governments. Notifications issued by Quasi-Government bodies and Public Sector Undertakings. Advertisements by private individuals and private institutions",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2016.php?issueno=47
384,46 - dt. 23-11-2016,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. Statutory Notifications and Orders issued by Heads of Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications by Heads of Departments Notifications of interest to a section of the public issued by Heads of Departments, etc. Notifications issued by cost recoverable institutions of State and Central Governments. Advertisements by private individuals and private institutions",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2016.php?issueno=46
385,45 - dt. 16-11-2016,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to a section of the public issued by Heads of Departments, etc. Notifications issued by cost recoverable institutions of State and Central Governments. Notifications issued by Quasi-Government bodies and Public Sector Undertakings. Advertisements by private individuals and private institution",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2016.php?issueno=45
386,44 - dt. 09-11-2016,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to a section of the public issued by Heads of Departments, etc. Notifications issued by cost recoverable institutions of State and Central Governments. Advertisements by private individuals and private institution",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2016.php?issueno=44
387,43 - dt. 02-11-2016,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. Statutory Notifications and Orders issued by Heads of Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to a section of the public issued by Heads of Departments, etc. Notifications issued by cost recoverable institutions of State and Central Governments. Notifications issued by Quasi-Government bodies and Public Sector Undertakings. Advertisements by private individuals and private institution",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2016.php?issueno=43
388,42 - dt. 26-10-2016,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. General Statutory Rules, Notifications, Orders, Regulations, etc.,issued by Secretariat Departments. Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. Statutory Notifications and Orders issued by Heads of Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications by Head of Departments Notifications of interest to a section of the public issued by Heads of Departments, etc. Notifications issued by cost recoverable institutions of State and Central Governments. Notifications issued by Quasi-Government bodies and Public Sector Undertakings. Advertisements by private individuals and private institutions.",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2016.php?issueno=42
389,41 - dt. 19-10-2016,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to a section of the public issued by Heads of Departments, etc. Notifications issued by cost recoverable institutions of State and Central Governments. Advertisements by private individuals and private institution",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2016.php?issueno=41
390,40 - dt. 05-10-2016,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments. Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to a section of the public issued by Heads of Departments, etc. Notifications issued by cost recoverable institutions of State and Central Governments. Notifications issued by Quasi-Government bodies and Public Sector Undertakings. Advertisements by private individuals and private institution",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2016.php?issueno=40
391,39 - dt. 28-09-2016,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments. General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments. Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. CENTRAL ACTS AND ORDINANCES Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to a section of the public issued by Heads of Departments, etc. Notifications issued by cost recoverable institutions of State and Central Governments. Advertisements by private individuals and private institution",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2016.php?issueno=39
392,38 - dt. 21-09-2016,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. Statutory Notifications and Orders issued by Heads of Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to the General Public issued by Heads of Departments, Etc. (Tamil Supplement) Notifications of interest to a section of the public issued by Heads of Departments, etc. Advertisements by private individuals and private institution",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2016.php?issueno=38
393,37 - dt. 14-09-2016,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments. Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. Statutory Notifications and Orders issued by Heads of Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications issued by Quasi-Government bodies and Public Sector Undertakings. Advertisements by private individuals and private institutions",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2016.php?issueno=37
394,36 - dt. 07-09-2016,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. Statutory Notifications and Orders issued by Heads of Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to a section of the public issued by Heads of Departments, etc. Advertisements by private individuals and private institutions",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2016.php?issueno=36
395,35 - dt. 31-08-2016,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. Statutory Notifications and Orders issued by Heads of Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to a section of the public issued by Heads of Departments, etc. Notifications issued by cost recoverable institutions of State and Central Governments. Advertisements by private individuals and private institutions",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2016.php?issueno=35
396,34 - dt. 24-08-2016,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to a section of the public issued by Heads of Departments, etc. Advertisements by private individuals and private institutions",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2016.php?issueno=34
397,33 - dt. 17-08-2016,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments. Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to a section of the public issued by Heads of Departments, etc. Notifications issued by cost recoverable institutions of State and Central Governments. Advertisements by private individuals and private institutions",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2016.php?issueno=33
398,32 - dt. 10-08-2016,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to a section of the public issued by Heads of Departments, etc. Notifications issued by cost recoverable institutions of State and Central Governments. Advertisements by private individuals and private institutions",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2016.php?issueno=32
399,31 - dt. 03-08-2016,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to a section of the public issued by Heads of Departments, etc. Notifications issued by cost recoverable institutions of State and Central Governments. Notifications issued by Quasi-Government bodies and Public Sector Undertakings. Advertisements by private individuals and private institutions",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2016.php?issueno=31
400,30 - dt. 27-07-2016,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments. General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to a section of the public issued by Heads of Departments, etc. Notifications issued by cost recoverable institutions of State and Central Governments. Advertisements by private individuals and private institutions",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2016.php?issueno=30
401,29 - dt. 20-07-2016,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to a section of the public issued by Heads of Departments, etc. Notifications issued by cost recoverable institutions of State and Central Governments. Advertisements by private individuals and private institutions",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2016.php?issueno=29
402,28 - dt. 13-07-2016,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to a section of the public issued by Heads of Departments, etc. Notifications issued by cost recoverable institutions of State and Central Governments. Advertisements by private individuals and private institutions",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2016.php?issueno=28
403,27 - dt. 06-07-2016,"Notifications or Orders of interest to a section of the public issued by Secretariat Departments. General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments. CENTRAL ACTS AND ORDINANCES Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to a section of the public issued by Heads of Departments, etc. Notifications issued by cost recoverable institutions of State and Central Governments. Advertisements by private individuals and private institutions Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc.",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2016.php?issueno=27
404,26 - dt. 29-06-2016,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to the General Public issued by Heads of Departments, Etc. (Tamil Supplement) Notifications of interest to the General Public issued by Heads of Departments, Etc. (Supplement) Notifications of interest to a section of the public issued by Heads of Departments, etc. Notifications issued by cost recoverable institutions of State and Central Governments. Advertisements by private individuals and private institutions",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2016.php?issueno=26
405,25 - dt. 22-06-2016,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. (Tamil Supplement) Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments CENTRAL ACTS AND ORDINANCES Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to a section of the public issued by Heads of Departments, etc. Notifications issued by Quasi-Government bodies and Public Sector Undertakings. Advertisements by private individuals and private institutions",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2016.php?issueno=25
406,24 - dt. 15-06-2016,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments. General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments. (Tamil Supplement) Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications issued by cost recoverable institutions of State and Central Governments. Notifications issued by Quasi-Government bodies and Public Sector Undertakings. Advertisements by private individuals and private institutions",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2016.php?issueno=24
407,23 - dt. 08-06-2016,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. Notifications or Orders of interest to a section of the public issued by Secretariat Departments. Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. Notifications of interest to the General Public issued by Heads of Departments, Etc. Notifications of interest to the General Public issued by Heads of Departments, etc.(Tamil Supplement) Notifications of interest to a section of the public issued by Heads of Departments, etc. Notifications issued by Quasi-Government bodies and Public Sector Undertakings. Advertisements by private individuals and private institutions",http://www.stationeryprinting.tn.gov.in/gazette/gazette_det2016.php?issueno=23
